Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
EDVM3LFR,journalArticle,2025,"Okolie, S.A.; Amadi, C.A.; Odii, J.N.; Nwokorie, E.C.; Onyemauche, U․C",Anomaly detection in heterogeneous cybersecurity data,Franklin Open,,2773-1863,10.1016/j.fraope.2025.100426,https://www.sciencedirect.com/science/article/pii/S2773186325002142,"The increasing complexity of cybersecurity threats necessitates advanced methods to detect anomalies across diverse and heterogeneous data sources. Traditional security systems often struggle with isolated data silos, high false-positive rates, and the inability to adapt to evolving threats. Anomaly detection has emerged as a critical approach to addressing these challenges by identifying deviations from expected behaviours that may indicate malicious activities. This paper explores the application of anomaly detection techniques in heterogeneous cybersecurity data, encompassing network traffic logs, endpoint telemetry, user activity, and external threat intelligence. It examines the role of machine learning, deep learning, and statistical models in processing and correlating these diverse datasets to identify threats with improved accuracy and speed. The discussion includes challenges such as managing data diversity, scalability, and balancing sensitivity with specificity in detection. Through a review of case studies and recent advancements, the paper highlights successful implementations of anomaly detection, including hybrid approaches combining unsupervised learning with domain expertise. This work underscores the importance of anomaly detection in safeguarding digital ecosystems against increasingly sophisticated cyber threats.",1/12/2025,23/3/2026 11:08,23/3/2026 11:08,,100426,,,13,,Franklin Open,,,,,,,,,,,,,,,,,,,Machine learning; Deep learning; Domain expertise; Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJCJYHLK,journalArticle,2022,"Tang, BinHui; Wang, JunFeng; Yu, Zhongkun; Chen, Bohan; Ge, Wenhan; Yu, Jian; Lu, TingTing",Advanced Persistent Threat intelligent profiling technique: A survey,Computers and Electrical Engineering,,0045-7906,10.1016/j.compeleceng.2022.108261,https://www.sciencedirect.com/science/article/pii/S0045790622004931,"With the boom in Internet and information technology, cyber-attacks are becoming more frequent and sophisticated, especially Advanced Persistent Threat (APT) attacks. Unlike traditional attacks, APT attacks are more targeted, stealthy, and adversarial, rendering it challenging to manually analyze threat behaviors for APT detection, attribution, and response. Therefore, the research community has focused on intelligent defense methods. Intelligent threat profiling is dedicated to analyzing APT attacks and improving defense capability with Knowledge Graph and Deep Learning methods. With this insight, this paper provides the first systematic review of intelligent threat profiling techniques for APT attacks, covering three aspects: data, methods, and applications. The contents include data processing techniques, threat modeling, representation, reasoning methods, etc. Furthermore, this paper summarizes the latest research in applications, proposes the research framework and technical architecture, and provides insights into future research trends. This paper contributes to recognizing the advantages and challenges of intelligent threat profiling. It paves the way for integrating knowledge graphs and deep learning to achieve intelligent security.",1/10/2022,23/3/2026 11:08,23/3/2026 11:08,,108261,,,103,,Computers and Electrical Engineering,,,,,,,,,,,,,,,,,,,Deep learning; Threat detection; Advanced Persistent Threat; Deep graph learning; Heterogeneous graph learning; Knowledge graph; Threat attribution; Threat intelligence; Threat profiling; Threat response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5NYTWDWN,journalArticle,2025,"Ferraro, Antonino; Orlando, Gian Marco; Russo, Diego",Generative Agent-Based Modeling with Large Language Models for insider threat detection,Engineering Applications of Artificial Intelligence,,0952-1976,10.1016/j.engappai.2025.111343,https://www.sciencedirect.com/science/article/pii/S0952197625013454,"Insider threats pose a critical challenge in cybersecurity, as individuals within organizations misuse legitimate access to compromise sensitive systems and data. Traditional detection methods often struggle with the complexity of such threats, while Deep Learning (DL) approaches face issues like overfitting and lack of interpretability. To address these limitations, we propose a Generative Agent-Based Modeling (GABM) framework that integrates Large Language Models (LLMs) with a hierarchical multi-agent system. Our framework employs Specialized Agents to process categorized log files and generate detailed reports, which are synthesized by a Supervisor Agent for final activity classification. We validated this approach on both network-centric (PicoDomain) and behavior-rich (CERT r5.2) datasets, demonstrating its ability to handle diverse logs, model complex threats, and generalize across insider risk scenarios. The framework outperformed existing baselines, prioritizing high recall to minimize false negatives—crucial in cybersecurity contexts. While precision was comparatively lower, this trade-off supports early threat detection. An ablation study highlighted the importance of the Supervisor Agent, whose removal led to a significant drop in performance and increased false positives. These results demonstrate the potential of LLM-powered hierarchical multi-agent frameworks for scalable, interpretable, and reliable insider threat detection. Our contributions include the integration of GABM and LLMs, a hierarchical system for log analysis, and the use of Chain-of-Thought reasoning for enhanced interpretability.",1/10/2025,23/3/2026 11:08,23/3/2026 11:08,,111343,,,157,,Engineering Applications of Artificial Intelligence,,,,,,,,,,,,,,,,,,,Cybersecurity; Insider threat detection; Generative Agent-Based Modeling; Large Language Models; Multi-agent systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEIGGALB,journalArticle,2025,"Si, Zhen; Liu, Zhaoqing; Mu, Changchun; Wang, Meng; Gong, Tongxin; Xia, Xiaofang; Hu, Qing; Xiao, Yang",A new deep learning based electricity theft detection framework for smart grids in cloud computing,Computer Standards & Interfaces,,0920-5489,10.1016/j.csi.2025.104007,https://www.sciencedirect.com/science/article/pii/S0920548925000364,"Electricity theft is a widespread problem in smart grids with significant economic and security implications. Although users’ electricity consumption patterns usually show obvious periodicity, they also exhibit considerable stochasticity and uncertainty. Existing mainstream electricity theft detection methods are the deep learning-based ones, which struggle to capture reliable long-term dependencies from the complex consumption data, leading to suboptimal identification of abnormal patterns. Moreover, the massive data generated by smart grids demands a scalable and robust computational infrastructure that traditional systems cannot provide. To solve these limitations, we propose a new deep learning-based electricity theft detection framework in cloud computing. At the cloud server, we deploy an electricity theft detector based on the auto-correlation mechanism, called the ETD-SAC detector, which progressively decomposes intricate consumption patterns throughout the detection process and aggregates the dependencies at the subsequence level to effectively discover reliable long-term dependencies from users’ electricity consumption data. Experimental results show that the proposed ETD-SAC detector outperforms state-of-the-art detectors in terms of accuracy, false negative rate, and false positive rate.",1/8/2025,23/3/2026 11:08,23/3/2026 11:08,,104007,,,94,,Computer Standards & Interfaces,,,,,,,,,,,,,,,,,,,Deep learning; Auto-correlation mechanism; Cloud computing; Electricity theft detection; Smart grids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVUZLFC,journalArticle,2025,"Song, Wu; Zhu, Xiangyuan; Ren, Sheng; Tan, Wenxue; Peng, Yibo",A hybrid blockchain and machine learning approach for intrusion detection system in Industrial Internet of Things,Alexandria Engineering Journal,,1110-0168,10.1016/j.aej.2025.05.030,https://www.sciencedirect.com/science/article/pii/S1110016825006507,"The Industrial Internet of Things (IIoT) is a key component of Industry 4.0, which enables manufacturing to be automated and data collected in real-time. Edge IoT devices are subject to cybersecurity threats and unauthorised access. Decentralisation and resource limitations of IIoT often prevent traditional security mechanisms from addressing these threats. Intrusion detection systems (IDSs), which are used to detect intrusions in IIoT environments, are presented in this paper as hybrid machine learning-blockchain approaches. Blockchain technology ensures data integrity, secures communication, and prevents unauthorised modifications through the proposed system. To reduce false positives and improve threat detection accuracy, XGBoost is able to reduce the number of false positives. Using the BOT-IoT dataset, the model is demonstrated to be superior to conventional intrusion detection systems. This approach ensures enhanced security and trustworthiness of IIoT networks by offering a scalable, efficient, and secure solution.",1/8/2025,23/3/2026 11:08,23/3/2026 11:08,,619-627,,,127,,Alexandria Engineering Journal,,,,,,,,,,,,,,,,,,,Blockchain; Industrial Internet of Things; Industry 4.0; Intrusion Detection Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3KSQVBC9,journalArticle,2025,"Lashkari, Arash Habibi; Hajihosseinkhani, Sepideh; Duarte, Joshua; Lopez, Isabella; Lashkari, Ziba Habibi; Rios-Aguilar, Sergio",Advanced Genetic Algorithm and Penalty Fitness Function for Enhancing DeFi Security and Detecting Ethereum Fraud Transactions,Blockchain: Research and Applications,,2096-7209,10.1016/j.bcra.2025.100376,https://www.sciencedirect.com/science/article/pii/S2096720925001034,"With the shift from Centralized Finance (CeFi) to Decentralized Finance (DeFi), financial transactions have become trustless and self-executing through blockchain platforms, creating new opportunities while exposing the ecosystem to significant fraud risks. However, due to the lack of centralized oversight and the vulnerabilities in the blockchain platforms, DeFi transactions still face several security challenges, including fraud, identity theft, insider threats, and data breaches. Various methods, including regulatory frameworks, machine learning (ML), and deep learning (DL) techniques, are employed to detect these threats, particularly fraud, in DeFi transactions. Although these approaches help identify fraudulent activities, they face challenges related to accuracy and zero-day attacks due to insufficient data and the complexity of emerging fraud patterns. This study presents a novel approach for detecting and profiling fraud attacks, including zero-day ones in DeFi transactions, thereby eliminating the reliance on wallet transaction history, a limitation that previous research has heavily depended on. The proposed approach leverages two key components: a novel analyzer named DeFiTransLyzer (V1.0) and an Advanced Genetic Algorithm (AGA) for fraud transaction profiling. DeFiTransLyzer extracts 79 features from transaction and wallet data. At the same time, the AGA incorporates advanced techniques, including Penalized Fitness Evaluation, Elite Retention Strategy, Dynamic Mutation Rate, and dynamic generation, to create precise fraud profiles. By focusing solely on transaction features, the model ensures that all fraudulent activities, including zero-day ones, initiated within the first transaction of a new account can be effectively detected, without relying on prior wallet activity. To address the scarcity of comprehensive validation datasets, we introduce BCCC-DeFiFraudTrans-2025, which comprises 1,026,867 annotated Ethereum transaction samples from the DeFi ecosystem. Additionally, the study establishes two taxonomies for systematic classification, covering the literature on fraud detection and profiling methods. Experimental results demonstrate that the proposed method achieves superior accuracy, precision, and efficiency while offering interpretability through its profiling mechanism. These promising outcomes highlight the potential of AGA profiling to enhance the detection and identification of fraudulent activities, including zero-day ones within DeFi transactions, contributing to the security and resilience of blockchain-based financial systems.",3/9/2025,23/3/2026 11:08,23/3/2026 11:08,,100376,,,,,Blockchain: Research and Applications,,,,,,,,,,,,,,,,,,,Blockchain Security; Centralized Finance (CeFi); Decentralized Finance (DeFi); DeFi Security; Financial Transactions Security; Fraud Transactions; Genetic Algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEY84SDN,journalArticle,2024,"Aboukadri, Sara; Ouaddah, Aafaf; Mezrioui, Abdellatif",Machine learning in identity and access management systems: Survey and deep dive,Computers & Security,,0167-4048,10.1016/j.cose.2024.103729,https://www.sciencedirect.com/science/article/pii/S0167404824000300,"The evolution of identity and access management (IAM) has been driven by the expansion of online services, cloud computing, and the Internet of Things (IoT). The proliferation of remote work, mobile applications, and interconnected devices has intensified the demand for robust identity protection and access control. As digital interactions and data sharing become more prevalent across industries, IAM has gained prominence, compelled by the need to safeguard sensitive information, prevent unauthorized access, and adhere to increasingly stringent regulatory frameworks. In parallel with IAM's evolution, the integration of artificial intelligence (AI) has emerged as a pivotal avenue for enhancing IAM effectiveness. This survey delves into the fusion of machine learning (ML) techniques to fortify IAM, with a specific focus on its core processes: authentication, authorization, and auditing. Addressing fundamental questions regarding ML's role in enhancing IAM processes, we begin by proposing a comprehensive definition of IAM within a unified layered-wise reference model, highlighting Authentication, Authorization, and Auditing functions (with focus on monitoring). Furthermore, our survey comprehensively explores ML-based solutions within IAM systems, presenting a taxonomy of state-of-the-art methodologies categorized by their application in IAM processes. Drawing from both qualitative and quantitative insights from cited references, we investigate how ML enhances the performance and security of IAM processes. Additionally, by investigating challenges in implementing ML in IAM systems, we shed light on issues such as data privacy concerns and the interpretability of ML-driven decisions. In conclusion, this paper makes a substantial contribution to the IAM landscape by providing comprehensive insights into the transformative role of ML. Addressing pivotal questions, our survey offers a roadmap to leverage ML's potential for enhancing the performance, security, and efficacy of IAM systems.",1/4/2024,23/3/2026 11:08,23/3/2026 11:08,,103729,,,139,,Computers & Security,,,,,,,,,,,,,,,,,,,Machine learning; Privacy; Authentication; Authorization; Identity and access management; Monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVESPWWH,journalArticle,2024,"Prabhaker, Nilin; Bopche, Ghanshyam S.; Arock, Michael",Generation and deployment of honeytokens in relational databases for cyber deception,Computers & Security,,0167-4048,10.1016/j.cose.2024.104032,https://www.sciencedirect.com/science/article/pii/S0167404824003377,"Despite considerable investments in database security, global statistics indicate an exponential increase in data breaches. Organizations are often unaware of data breaches for weeks, months, or even years. Sufficient for adversaries to compromise and ex-filtrate business or mission-critical data. Recent research suggests using honeytokens for early detection of data breaches in organizations. Existing honeytoken generation methods rely on regular expressions, rule mining, constraint satisfaction, or representation learning, which are complex and limited to a few attributes. We created a framework for generating and deploying honeytokens in relational databases that actively monitor sensitive records and quickly detect data breaches and their misuse. To generate the honeytoken we have used the hierarchical machine learning algorithm which uses a recursive technique to model the parent–child relationships of multi-table databases. The proposed method enables the organization to take remedial action to reduce the impact of data breaches and complement existing database security solutions.",1/11/2024,23/3/2026 11:08,23/3/2026 11:08,,104032,,,146,,Computers & Security,,,,,,,,,,,,,,,,,,,Cyber deception; Data breaches; Data synthesis; Database security; Hierarchical modeling algorithms; Honeytoken; Identity theft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSV2BV6Z,journalArticle,2021,"Shao, Zhou; Yuan, Sha; Wang, Yongli",Adaptive online learning for IoT botnet detection,Information Sciences,,0020-0255,10.1016/j.ins.2021.05.076,https://www.sciencedirect.com/science/article/pii/S0020025521005697,"With the number of Internet of Things (IoT) devices proliferating, the traffic volume of IoT-based attacks has shown a gradually increasing trend. The IoT botnet attack, which aims to commit real, efficient, and profitable cybercrimes, has become one of the most severe IoT threats. Applying traditional techniques to IoT is difficult due to its particular characteristics, such as resource-constrained devices, massive volumes of data, and real-time requirements. In this paper, we explore an adaptive online learning strategy for real-time IoT botnet attack detection. Furthermore, we operate the proposed adaptive strategy in conjunction with online ensemble learning. To evaluate the proposed strategy, we use real IoT traffic data, including benign traffic data and botnet traffic data infected by Mirai. In real-time IoT botnet attack detection, our experimental results demonstrate that the proposed adaptive online learning strategy achieves remarkable performance.",1/10/2021,23/3/2026 11:08,23/3/2026 11:08,,84-95,,,574,,Information Sciences,,,,,,,,,,,,,,,,,,,Adaptive learning; Ensemble learning; IoT botnet; Online learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGSUIASS,bookSection,2024,"David, Preetha Evangeline; Sahu, Atma",Chapter Eight - Cyber data trend and intelligent computing,Advances in Computers,0065-2458,,10.1016/bs.adcom.2023.08.005,https://www.sciencedirect.com/science/article/pii/S0065245823000578,"A zero trust cyber security posture provides the opportunity to create a more robust and resilient security, simplifies security management, improve end-user experience, and enable modern IT practices. Conventional castle-and-moat cyber security models, which rely on secure network perimeters and virtual private network-based employee and third-party remote access, are proving to be no match for evolving cyber threats, particularly as business models and workforce dynamics evolve. The anticipated growth of smart devices, 5G, edge computing, and artificial intelligence promises to create even more data, connected nodes, and expanded attack surfaces. Despite making significant investments in security organizations continue to struggle with security breaches. It is highly challenging to analyze the data that is flowing into the security operation centers. This doesn't include the information feeds from network devices, application data, and other inputs across the broader technology stack that are often targets of advanced attackers looking for new vectors or using new malware. Meanwhile, the cost of cybercrime continues to climb. It's time to call for AI backup. Cyber AI can be a force multiplier that enables organizations not only to respond faster than attackers can move, but also to anticipate these moves and react to them in advance.",1/1/2024,23/3/2026 11:08,23/3/2026 11:08,,141-165,,,132,,,,,,,,Elsevier,,,,,,,,,,,,,Intrusion detection; Machine learning; Cyber threat intelligence; Cyber security; Cyber-attack; Decision making; Data science; Security modeling,,"David, Preetha Evangeline; Anandhakumar, P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFLJV5JK,journalArticle,2024,"Al-Ajlan, Monirah; Ykhlef, Mourad","A Review of Generative Adversarial Networks for Intrusion Detection Systems: Advances, Challenges, and Future Directions","Computers, Materials and Continua",,1546-2218,10.32604/cmc.2024.055891,https://www.sciencedirect.com/science/article/pii/S1546221824007641,"The ever-growing network traffic threat landscape necessitates adopting accurate and robust intrusion detection systems (IDSs). IDSs have become a research hotspot and have seen remarkable performance improvements. Generative adversarial networks (GANs) have also garnered increasing research interest recently due to their remarkable ability to generate data. This paper investigates the application of (GANs) in (IDS) and explores their current use within this research field. We delve into the adoption of GANs within signature-based, anomaly-based, and hybrid IDSs, focusing on their objectives, methodologies, and advantages. Overall, GANs have been widely employed, mainly focused on solving the class imbalance issue by generating realistic attack samples. While GANs have shown significant potential in addressing the class imbalance issue, there are still open opportunities and challenges to be addressed. Little attention has been paid to their applicability in distributed and decentralized domains, such as IoT networks. Efficiency and scalability have been mostly overlooked, and thus, future works must aim at addressing these gaps.",18/11/2024,23/3/2026 11:08,23/3/2026 11:08,,2053-2076,,2,81,,"Computers, Materials and Continua",,,,,,,,,,,,,,,,,,,deep learning; dataset; generative networks; Intrusion detection systems; network security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWQYQV8G,journalArticle,2020,"Sovilj, Dušan; Budnarain, Paul; Sanner, Scott; Salmon, Geoff; Rao, Mohan",A comparative evaluation of unsupervised deep architectures for intrusion detection in sequential data streams,Expert Systems with Applications,,0957-4174,10.1016/j.eswa.2020.113577,https://www.sciencedirect.com/science/article/pii/S0957417420304012,"Cybersecurity data remains a challenge for the machine learning community as the high volume of traffic makes it difficult to properly disambiguate anomalous from normal behaviour. That decision is the core of an intelligent Intrusion Detection System (IDS), a component responsible for raising alerts whenever a potential threat is detected. However, with high volume data in contemporary systems, these IDSs generate numerous alerts, too large for human operators to exhaustively investigate. Moreover, simply reporting a single possible threat is often not sufficient, since the security analyst has to investigate the alert without any further clues of the underlying cause. In order to combat these issues, we empirically compare popular deep neural learning architectures for the problem of intrusion detection in sequential data streams. Contrary to a majority of research studies, we do not take a classification-based approach that requires labeled examples of hostile attacks. Instead, we adopt an unsupervised anomaly detection approach that aims to model a benign sequential data distribution against which new test instances are compared to. We also examine one additional deep network in the form of an attention model capable of providing explanations in addition to its predictions; such information is of crucial importance to network operators since it provides additional guidance to resolve potential threats. For our experiments, we evaluate the models against a variety of data sets of different complexities, ranging from simple unidimensional (synthetic and Yahoo!) to more complex multi-source (CICIDS2017 and small real-world enterprise network) data streams. In order to facilitate end-user needs, we focus on ranking-based metrics for comparing different deep neural architectures. This evaluation is especially important for security analysts to prioritize their anomaly investigations. Overall, our experiments demonstrate that a variant of a recurrent neural network generally outperforms a popular non-sequential deep autoencoder commonly used for unsupervised anomaly detection. The attentional model did not provide sufficiently good performance and explanations that we discuss in our analysis. Nonetheless, given that the global financial outlays for cybersecurity are calculated in trillions of dollars, our evaluation and identification of the top-performing RNN architectures for anomaly detection in sequential data streams can lead to improved intelligent IDS design, while our contributions of attentional explanation will hopefully lay the foundations for future improvements to the explanatory capability of these intelligent learning-based IDSs.",30/11/2020,23/3/2026 11:08,23/3/2026 11:08,,113577,,,159,,Expert Systems with Applications,,,,,,,,,,,,,,,,,,,Intrusion detection; Deep learning; Anomaly detection; Real-world data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3KFKVFM5,journalArticle,2026,"Kehl Matter, Vítor; Garcia Martins, Márcio; Barbosa, Jorge Luis Victória",Context-aware security and machine learning for access control: A systematic mapping and taxonomies,Computer Science Review,,1574-0137,10.1016/j.cosrev.2025.100880,https://www.sciencedirect.com/science/article/pii/S157401372500156X,"This study explores the enhancement of user security in smart environments through the integration of Context-Aware Security (CAS) with Machine Learning (ML). A systematic mapping covering publications from 2013 to 2024 analyzed 75 primary studies that combine CAS, security, and ML, particularly in the context of access control and identity validation. The analysis revealed that Access Control (AC), managing information access based on contextual data, emerged as a predominant area of interest, with 30 studies specifically addressing AC within CAS and ML. The main contributions include taxonomies for context awareness, security mechanisms, ML techniques, and AC mechanisms. These taxonomies categorize and illustrate the current state of research in this interdisciplinary area. Key findings highlight several challenges, such as the difficulty of obtaining datasets due to the sensitive nature of security data, and the limited number of studies thoroughly exploring the integration of CAS, AC, and ML. Consequently, the potential benefits of ML in CAS, particularly for AC, remain underutilized, and traditional techniques continue to dominate the field. The study suggests that further research is needed to effectively integrate ML into CAS to modernize AC systems and improve adaptability to dynamic environments. Addressing these challenges could lead to more secure, responsive, and user-friendly systems in IoT and mobile environments.",1/5/2026,23/3/2026 11:08,23/3/2026 11:08,,100880,,,60,,Computer Science Review,,,,,,,,,,,,,,,,,,,Taxonomy; Authentication; Machine learning (ML); Internet of things (IoT); Access control (AC); Anomaly detection (AD); Context-aware security (CAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZPTIFXZ,journalArticle,2024,"Shyaa, Methaq A.; Ibrahim, Noor Farizah; Zainol, Zurinahni; Abdullah, Rosni; Anbar, Mohammed; Alzubaidi, Laith",Evolving cybersecurity frontiers: A comprehensive survey on concept drift and feature dynamics aware machine and deep learning in intrusion detection systems,Engineering Applications of Artificial Intelligence,,0952-1976,10.1016/j.engappai.2024.109143,https://www.sciencedirect.com/science/article/pii/S0952197624013010,"Intrusion Detection Systems (IDS) have become pivotal in safeguarding information systems against evolving threats. Concurrently, Concept Drift presents a significant challenge in machine learning, affecting the adaptability and accuracy of predictive models in dynamic environments. Understanding the synergy between IDS and Concept Drift is crucial for developing robust security systems. The motivation behind this survey is driven by the emerging complexities in cyber threats and the dynamic nature of data streams, which necessitate advanced IDS capable of adapting to Concept and Feature Drift. Our analysis reveals a glaring omission in the existing literature—the integration of Concept Drift and Feature Drift within IDS. Most studies have focused on Concept Drift in a general context or on IDS but have yet to comprehensively consider the implications of data dynamics. This oversight has led to a fragmented understanding and suboptimal approaches to tackling modern cyber threats. To address this, we propose a comprehensive review that delves into the role of machine learning in IDS, explicitly focusing on Concept and Feature Drift. We have proposed a framework that includes all the necessary components for a drift-aware IDS. The framework incorporates dynamic feature selection, adaptive learning algorithms, and continuous monitoring techniques to handle Concept Drift and Feature Drift effectively. The survey highlights state-of-the-art methodologies and current challenges in integrating these concepts. The methodology involves an exhaustive analysis of published works from 2019 to 2024, comparing and contrasting various models and approaches. This includes a detailed examination of Concept Drift-aware IDS methods, dynamic feature selection techniques, and the impact of high dimensionality in IDS. These quantitative improvements underscore the necessity for developing adaptive and resilient IDS. The survey uncovers under-represented areas in current research, paving the way for future investigations. By highlighting these gaps and providing comparative data, the survey sets a clear direction for upcoming research efforts to foster the development of more dynamic and adaptable IDS solutions. The quantitative experimental evaluation of the proposed framework is planned to be conducted in a future article, where we will assess its effectiveness and performance in real-world scenarios.",1/11/2024,23/3/2026 11:08,23/3/2026 11:08,,109143,,,137,,Engineering Applications of Artificial Intelligence,,,,,,,,,,,,,,,,,,,Cybersecurity; Intrusion detection; Online learning; Concept drift; Data stream; Feature Drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQJY5CLN,journalArticle,2025,"Ali, Sijjad; Wang, Jia; Leung, Victor Chung Ming","AI-driven fusion with cybersecurity: Exploring current trends, advanced techniques, future directions, and policy implications for evolving paradigms– A comprehensive review",Information Fusion,,1566-2535,10.1016/j.inffus.2024.102922,https://www.sciencedirect.com/science/article/pii/S1566253524007000,"The fusion of Artificial Intelligence (AI) into cybersecurity has brought transformative advancements in protecting digital infrastructures from evolving cyber threats. This comprehensive review explores current AI-driven cybersecurity methodologies, emphasizing the capabilities of AI technologies — such as machine learning, deep learning, and natural language processing (NLP) — to enhance threat detection, behavioral analysis, automated response systems, and threat intelligence. The paper discusses AI’s ability to identify advanced persistent threats, zero-day vulnerabilities, and phishing attacks with improved accuracy and adaptability. Additionally, we examine emerging trends such as AI’s fusion with blockchain, the application of quantum computing, and the increasing role of self-healing systems in enhancing cybersecurity resilience. Challenges such as adversarial attacks, ethical concerns, and data privacy issues are critically analyzed, along with AI’s future potential in real-time threat management and its implications for policy and organizational frameworks. By summarizing recent advancements and identifying gaps in existing solutions, this review sets the stage for future AI-enhanced cybersecurity developments, offering insights into how AI can lead to more proactive and adaptive security strategies.",1/6/2025,23/3/2026 11:08,23/3/2026 11:08,,102922,,,118,,Information Fusion,,,,,,,,,,,,,,,,,,,Behavioral analysis; Adversarial attacks; AI-driven threat detection; Automated threat response; Machine learning in cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4L2A63QZ,journalArticle,2025,"Gautam, Aman; Jalal, Maddassar; Khurana, Surinder Singh; Singh, Parvinder",Leveraging quick response codes and vision transformer for distributed denial of service attack detection,Engineering Applications of Artificial Intelligence,,0952-1976,10.1016/j.engappai.2025.111849,https://www.sciencedirect.com/science/article/pii/S0952197625018512,"The exponential growth of internet usage has created a massive volume of data and interconnected devices, establishing an environment for a variety of cyber-attacks, most notably, Distributed Denial of Service (DDoS) attacks. Persistent and increasingly advanced attacks make network security difficult to maintain. In response to this shifting cyber threat landscape, researchers have increasingly turned to machine learning and deep learning techniques to develop more robust and adaptive security mechanisms. This paper introduces an innovative model for detecting DDoS attacks that utilizes the latest deep-learning approaches to tackle these challenges. The research is divided into two main phases: the generation of Quick Response (QR) codes from.csv data and the evaluation of the model's effectiveness. The initial phase involves creating QR codes, which are then used in the training phase to assess the model's performance. The model is trained on image data using several advanced architectures, including the Convolutional Neural Network (CNN), Residual Network (ResNet101v2), Vision Transformer (ViT), Neural Architecture Search Network (NASNetMobile), Inception Residual Network (InceptionResNetV2), Convolutional Neural Network Next Base (ConvNeXtBase), and Efficient Network Large (EfficientNetV2L). The outcomes are promising, with the ViT model demonstrating an accuracy rate of 99.58 % significantly outperforming the other models. These results highlight the potential of the proposed deep learning-based approach in efficiently detecting DDoS attacks.",15/11/2025,23/3/2026 11:08,23/3/2026 11:08,,111849,,,160,,Engineering Applications of Artificial Intelligence,,,,,,,,,,,,,,,,,,,Residual network; Convolutional neural network; Convolutional neural network next base; Distributed denial of service attacks; Inception residual network; Neural architecture search network; Vision transformer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
